redcap_data_access_group,redcap_data_access_group_unlabelled,dag_id,place_name,postcode,country,lon,lat,ccg,postcode_start,city,site_type,imd_average_postcodes_new,tds_mean,w_me_imd,w_me_tds,w_har_tds,w_har_imd,w_med_imd,w_med_tds,prop_within_10_imd_ccg,prop_within_20_imd_ccg,prop_within_10_tds_ccg,prop_within_20_tds_ccg,median_ccg_imd_rank,median_ccg_imd_quintile,median_ccg_imd_decile,mean_ccg_imd_rank,mean_ccg_imd_quintile,mean_ccg_imd_decile,nhs_region
queen_elizabeth_uh,queen_elizabeth_uh,G405H,Queen Elizabeth University Hospital,G51 4TF,Scotland,-4.3392518,55.8626363,S08000031,G51,Glasgow,Acute,2759.3960690887434,1.3193257965939051,2936.76687469141,1.0537354141419562,0.9896124546215826,294.326429962509,2542,0.858830195,0.20630390591291428,0.34623531557338766,0.19804548669338518,0.3234546044935124,30379,4,7,27332.725729600952,3.431705380186619,6.4149295215406,Scotland
nhs_highland,nhs_highland,H103H,Caithness General Hospital,KW1 5NS,Scotland,-3.0955804,58.44157999999999,S08000022,KW1,Highland,Acute,3656.6131438721136,-0.9753899798806395,3718.1922178721065,-1.0482965763820848,1.122282114404731,2274.53832095899,3805,-1.3947184421249996,0.024570868378822223,0.0713804020006369,0.03305671593328713,0.08561402194206645,20059,3,5,21091.788277087035,2.785435168738899,5.0625222024866785,Scotland
nhs_highland,nhs_highland,H201H,Rni Community Hospital,IV3 5SF,Scotland,-4.231586399999999,57.47064259999999,S08000022,IV3,Highland,Community,3656.6131438721136,-0.9753899798806395,3718.1922178721065,-1.0482965763820848,1.122282114404731,2274.53832095899,3805,-1.3947184421249996,0.024570868378822223,0.0713804020006369,0.03305671593328713,0.08561402194206645,20059,3,5,21091.788277087035,2.785435168738899,5.0625222024866785,Scotland
nhs_highland,nhs_highland,H202H,Raigmore Hospital,IV2 3UJ,Scotland,-4.1928874,57.4741487,S08000022,IV2,Highland,Acute,3656.6131438721136,-0.9753899798806395,3718.1922178721065,-1.0482965763820848,1.122282114404731,2274.53832095899,3805,-1.3947184421249996,0.024570868378822223,0.0713804020006369,0.03305671593328713,0.08561402194206645,20059,3,5,21091.788277087035,2.785435168738899,5.0625222024866785,Scotland
nhs_lanarkshire,nhs_lanarkshire,L106H,University Hospital Monklands,ML6 0JS,Scotland,-3.9998893,55.8657665,S08000032,ML6,North Lanarkshire,Acute,2778.1592807845986,0.2933365615804577,2906.225715836278,0.05630906767692087,30.875509094258145,1048.8514369408344,2639,-0.1633587128768112,0.11334665408595586,0.2418734158479954,0.08971927747251053,0.2003108175611922,29110,4,7,27077.556302215766,3.408281874318925,6.370323283690519,Scotland
nhs_lanarkshire,nhs_lanarkshire,L302H,University Hospital Hairmyres,G75 8RG,Scotland,-4.221977,55.7594711,S08000032,G75,South Lanarkshire,Acute,2778.1592807845986,0.2933365615804577,2906.225715836278,0.05630906767692087,30.875509094258145,1048.8514369408344,2639,-0.1633587128768112,0.11334665408595586,0.2418734158479954,0.08971927747251053,0.2003108175611922,29110,4,7,27077.556302215766,3.408281874318925,6.370323283690519,Scotland
nhs_lanarkshire,nhs_lanarkshire,L308H,University Hospital Wishaw,ML2 0DP,Scotland,-3.942015899999999,55.7736351,S08000032,ML2,North Lanarkshire,Acute,2778.1592807845986,0.2933365615804577,2906.225715836278,0.05630906767692087,30.875509094258145,1048.8514369408344,2639,-0.1633587128768112,0.11334665408595586,0.2418734158479954,0.08971927747251053,0.2003108175611922,29110,4,7,27077.556302215766,3.408281874318925,6.370323283690519,Scotland
aberdeen_royal_inf,aberdeen_royal_inf,N101H,Aberdeen Royal Infirmary,AB25 2ZN,Scotland,-2.137269,57.1547,S08000020,AB25,Aberdeen,Acute,4490.255394190872,-1.2342249549338173,4585.713222780145,-1.393999439949437,-1.1689700599023176,3583.6415830668097,4838,-1.9224017029999998,0.003947072309661449,0.03522652151286271,0.04319626707174705,0.10200676540501005,14159,2,4,15742.42531120332,2.250207468879668,3.940871369294606,Scotland
nhs_lothian,nhs_lothian,S116H,Western General Hospital,EH4 2XU,Scotland,-3.2338808,55.9621052,S08000024,EH4,Edinburgh,Acute,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08171870727577125,0.18743733779784033,18503,3,5,19217.248419895575,2.6218741412475954,4.6723000824402305,Scotland
nhs_lothian,nhs_lothian,S225H,Royal Hospital For Sick Children (Edinburgh),EH9 1LF,Scotland,-3.1888575,55.93845779999999,S08000024,EH9,Edinburgh,Acute,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08171870727577125,0.18743733779784033,18503,3,5,19217.248419895575,2.6218741412475954,4.6723000824402305,Scotland
nhs_lothian,nhs_lothian,S308H,St John's Hospital,EH54 6PP,Scotland,-3.5235687,55.8914559,S08000024,EH54,West Lothian,Acute,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08171870727577125,0.18743733779784033,18503,3,5,19217.248419895575,2.6218741412475954,4.6723000824402305,Scotland
nhs_lothian,nhs_lothian,S314H,Royal Infirmary Of Edinburgh At Little France,EH16 4SA,Scotland,-3.1347719,55.9218084,S08000024,EH16,Edinburgh,Acute,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08171870727577125,0.18743733779784033,18503,3,5,19217.248419895575,2.6218741412475954,4.6723000824402305,Scotland
ninewells_hospital,ninewells_hospital,T101H,Ninewells Hospital,DD1 9SY,Scotland,-2.9913622,56.461653,S08000030,DD1,Dundee,Acute,3568.4215308370044,-0.15259051117180614,3682.022013100884,-0.29659048375127856,9.305166512696196,1496.3227029738405,4040,-0.7941476664782605,0.07872254163023461,0.15670504447559827,0.09709406552396212,0.20195487473072846,19615,3,5,21818.92345814978,2.850220264317181,5.204845814977974,Scotland
nhs_forth_valley,nhs_forth_valley,V217H,Forth Valley Royal Hospital,FK5 4WR,Scotland,-3.850585199999999,56.0256532,S08000019,FK5,Falkirk,Acute,3470.6022952117137,-0.4496952210922042,3605.093204144799,-0.6186637583762885,-8.550680478967795,1279.3007082883032,3487,-1.0673094074482758,0.05612972682007805,0.14231933790876058,0.05929215448795586,0.14850289328488764,23635,3,6,22488.841709537,2.9426197071626436,5.381875741986545,Scotland
nhs_dumfries_and_g,nhs_dumfries_and_g,Y146H,Dumfries & Galloway Royal Infirmary,DG2 8RX,Scotland,NA,NA,S08000017,DG2,Dumfriesshire,Acute,3369.761509433962,-0.8069899288218868,3416.2821375680965,-0.829986300227191,-2.735069985944969,2171.2548537212115,3460,-1.2253902483109242,0.04858650235362564,0.0725062146295023,0.050384778124504155,0.11144681863859945,22721,3,5,23002.624905660377,3,5.471698113207547,Scotland
solent_nhs_trust,solent_nhs_trust,R1C03,Western Community Hospital,SO16 4XE,England,-1.4460678,50.9250408,E38000167,SO16,Southampton,Community,11983.32637075718,1.212023893719321,12103.209750002112,1.249418650304468,-0.011154911380298022,5827.658683057499,10827.562500000002,1.2683269489534879,0.12080698406801699,0.2812244070887615,0.11172651362281642,0.2816001215795206,115294,4,7,108461.74020887728,3.674934725848564,6.830287206266319,South East
solent_nhs_trust,solent_nhs_trust,R1CD4,St Mary's Health Campus,PO3 6AD,England,-1.0634599,50.8001679,E38000137,PO3,Hampshire,Community,12271.436923076923,0.8476171231907692,12206.104215433832,0.8501752595753794,-2.0509388431207194,4106.105712335136,11994,0.6537001441407624,0.12394662921348315,0.2511655352684145,0.10376189918851436,0.2211932350187266,108208,4,7,106963.16153846154,3.6076923076923078,6.706153846153846,South East
isle_of_wight_nhs,isle_of_wight_nhs,R1F01,St Mary's Hospital,PO30 5TG,England,-1.3007589,50.7117151,E38000087,PO30,Isle of Wight,Acute,13577.143776824034,-0.6569547135622318,13400.185882182765,-0.6232968987511518,12.05005317031423,9796.980351407865,12538,-0.993917693358209,0.031454091780277006,0.13239793150833545,0.0146313239069902,0.07318554948830144,103587,4,7,100077.5686695279,3.375536480686695,6.313304721030043,South East
royal_surrey_nhsft,royal_surrey_nhsft,RA201,Royal Surrey County Hospital,GU2 7XX,England,-0.6071272,51.24132350000001,E38000214,GU2,Guildford,Acute,26442.044943820223,-1.8317859294863563,26544.382351447435,-1.8112669890232302,2.696715019512019,24058.789866484174,28463,-2.4110662064014963,0,0.015195530726256984,0,0.03432706957846623,21970,1,2,32691.937399678973,1.5746388443017656,2.451043338683788,South East
east_sussex_health,east_sussex_health,RCX02,Swaffham Community Hospital,PE37 7HL,England,0.6919082999999999,52.6511605,E38000203,PE37,West Norfolk,NA,13364.592267135326,-1.1397111765043937,13490.768114918998,-1.1119449947050142,0.7035143417783839,8915.567053818828,13471,-1.7175257730714284,0.06612430734479229,0.13814280168001977,0.033276862080730364,0.0806068306685961,100680,3,6,101218.18101933216,3.421792618629174,6.3796133567662565,East of England
sussex_community_n,sussex_community_n,RDR05,Brighton General Hospital,BN2 3EW,England,0.1145,50.831,E38000021,BN2,Brighton and Hove,Community,16395.91576673866,1.0514530423833692,16604.96889918023,0.8943553479447524,0.8816170324328322,6505.816628575543,17451,0.7662815757083322,0.08439874309084058,0.17257260333102875,0.11753344380672279,0.23492422330256907,79855,3,5,85210.04103671707,2.997840172786177,5.471922246220302,South East
frimley_health_nhs,frimley_health_nhs,RDU01,Frimley Park Hospital,GU16 7UJ,England,-0.7417102999999999,51.3191188,E38000178,GU16,Surrey Heath,Acute,25806.22635135135,-1.9995505738547297,25907.23668251634,-2.0274385344927603,-10.654319824201899,23315.460707413615,28040.21125,-2.702127960597511,0,0,0.01015380982536735,0.025770927474320308,24226,1,2,36032.58445945946,1.6283783783783783,2.641891891891892,South East
frimley_health_nhs,frimley_health_nhs,RDU50,Wexham Park Hospital,SL2 4HL,England,-0.5733895,51.5326676,E38000224,SL2,South Buckinghamshire,Acute,21599.276113360324,-0.2442378188874494,21327.488218866947,-0.1399011700256353,-3.688813601823035,16684.101219165674,21897,-0.39306073765217403,0,0.029064288983471905,0.04948883564175174,0.15842301451134058,54785,2,4,58065.64048582996,2.2704453441295547,3.9044534412955465,South East
university_hospita,university_hospita,RHM01,Southampton General Hospital,SO16 6YD,England,-1.4348494,50.9334827,E38000167,SO16,Southampton,Acute,11983.32637075718,1.212023893719321,12103.209750002112,1.249418650304468,-0.011154911380298022,5827.658683057499,10827.562500000002,1.2683269489534879,0.12080698406801699,0.2812244070887615,0.11172651362281642,0.2816001215795206,115294,4,7,108461.74020887728,3.674934725848564,6.830287206266319,South East
portsmouth_hospita,portsmouth_hospita,RHU03,Queen Alexandra Hospital,PO6 3LY,England,-1.070482,50.8501659,E38000137,PO6,Hampshire,Acute,12271.436923076923,0.8476171231907692,12206.104215433832,0.8501752595753794,-2.0509388431207194,4106.105712335136,11994,0.6537001441407624,0.12394662921348315,0.2511655352684145,0.10376189918851436,0.2211932350187266,108208,4,7,106963.16153846154,3.6076923076923078,6.706153846153846,South East
royal_berkshire_ho,royal_berkshire_ho,RHW01,Royal Berkshire Hospital,RG1 5AN,England,-0.9592181000000001,51.4503446,E38000221,RG1,Berkshire,Acute,23420.48526387937,-1.0643508792878684,23609.603026514338,-1.133698829090095,-1.1556618375402248,17716.98548782569,26212,-1.9137673283678163,0.011834447079111878,0.03333908169864195,0.03627074800603578,0.1038478120284544,34157,1,2,48551.98355037697,1.9993145990404386,3.3941055517477725,South East
hampshire_hospital,hampshire_hospital,RN506,Basingstoke And North Hampshire Hospital,RG24 9NA,England,-1.1098753,51.2806146,E38000120,RG24,Hampshire,Acute,22968.293276108725,-1.5715765533490702,23197.46121557856,-1.6202681346958145,-2.4674714178205024,19489.86748967263,24963,-2.0029224240125787,0,0.007803366434255933,0.004235040026292931,0.03566448341432495,41175,2,3,50824.7982832618,2.032904148783977,3.463519313304721,South East
hampshire_hospital,hampshire_hospital,RN541,Royal Hampshire County Hospital,SO22 5DG,England,-1.3300479,51.06120139999999,E38000198,SO22,Winchester,Acute,23661.762857142858,-1.9817289211451428,23753.409116994768,-1.9955023425866656,-7.905013769839523,20451.839301620766,25238,-2.5377220338181816,0,0.013699188045422065,0.005585195990951131,0.02759090522013114,40402,2,3,47156.453714285715,1.9308571428571428,3.2845714285714287,South East
dartford_and_grave,dartford_and_grave,RN707,Darent Valley Hospital,DA2 8DA,England,0.2624207,51.4346027,E38000043,DA2,Dartford,Acute,17030.83821656051,-0.3755785139477707,17143.52683954,-0.4169683085924211,-5.302929658558506,11675.2387261934,17150,-0.7889868956315798,0.02015048841661958,0.13504526441164394,0.04371562486026366,0.12356554294936158,81294,3,5,81898.3923566879,2.9044585987261144,5.254777070063694,South East
medway_nhsft,medway_nhsft,RPA02,Medway Maritime Hospital,ME7 5NY,England,0.5422176,51.3782667,E38000104,ME7,Medway,Acute,14322.577481840193,-0.19207946139588378,14386.083406270722,-0.22371284613484893,-1.465856311388565,6021.523095529999,12644.249999999998,-0.6670336802804878,0.08250449938429479,0.2237074926588993,0.04956711186890215,0.13217770199867387,105534,4,7,96168.02542372882,3.2857142857142856,6.11138014527845,South East
oxford_university,oxford_university,RTH08,John Radcliffe Hospital,OX3 9DU,England,-1.2198063,51.7638706,E38000136,OX3,Oxford,Acute,23626.508928571428,-1.211446793499504,23479.178788986355,-1.134734909403718,-2.9900564053178558,18788.016041773597,25614,-1.7112485524362018,0.002500687259459189,0.04443444794321987,0.025770667766281802,0.08050151197081022,35980,2,3,47322.25496031746,1.9241071428571428,3.2762896825396823,South East
ashford_and_st_pet,ashford_and_st_pet,RTK01,St Peter's Hospital,KT16 0PZ,England,-0.5270482,51.37762739999999,E38000128,KT16,Runnymede,Acute,23130.033333333333,-1.4048698499277779,23215.01308761639,-1.4399487946333949,-15.281813175538204,20287.70570221018,24786,-1.9039198208136647,0,0.004664568356045161,0.012256041584701408,0.05068731595073739,41403.5,2,3,49922.17222222222,1.999074074074074,3.4675925925925926,South East
surrey_and_sussex,surrey_and_sussex,RTP04,East Surrey Hospital,RH1 5RH,England,-0.1620416,51.2192302,E38000054,RH1,Reigate and Banstead,Acute,22603.444642857143,-1.6059443867339285,22723.890546203977,-1.6547828608465933,-1.5199680464619214,20072.904513054174,24053,-1.9913648229471366,0,0.00893453381536832,0.009182075667211643,0.019665185253413774,44705,2,3,52612.88214285715,2.085714285714286,3.567857142857143,South East
east_kent_hospital,east_kent_hospital,RVV01,William Harvey Hospital (Ashford),TN24 0LZ,England,0.9180601,51.14122460000001,E38000002,TN24,Ashford,Acute,17329.701333333334,-1.1092900670986667,17412.56493099122,-1.0973350844818068,-0.9865432511958929,12442.18425643502,17929,-1.7190724576,0.016777442436162637,0.12578419071518193,0.0023822442266607886,0.08898233239513038,77021,3,5,80279.19733333333,2.8346666666666667,5.192,South East
east_kent_hospital,east_kent_hospital,RVV09,Queen Elizabeth The Queen Mother Hospital,CT9 4AN,England,1.3893987,51.37805,E38000184,CT9,Kent,Acute,11134.323788546255,0.5580432963964758,11015.678565573158,0.6080122543185578,-16.25589003786913,1458.7457523779383,10621,-0.057028583343283173,0.22257910661320854,0.3589495178334551,0.1036620809920558,0.22793734070618396,114444,4,7,112884.7334801762,3.762114537444934,7.033039647577093,South East
east_kent_hospital,east_kent_hospital,RVVKC,Kent & Canterbury Hospital,CT1 3NG,England,1.087251,51.2663283,E38000029,CT1,Kent,Acute,18031.57234726688,-0.8207639706929261,18289.543275753374,-0.8644075308519631,-1.5954339631291126,12452.575676174958,19643,-1.4621475465115208,0.025061152439793215,0.12332871012482663,0.039339301475223805,0.10075904677846426,68187,2,4,76612.60128617364,2.6961414790996785,4.913183279742765,South East
southern_health_nh,southern_health_nh,RW154,Moorgreen Hospital,SO30 3JB,England,-1.3246519,50.9277801,E38000198,SO30,Eastleigh,Community,23661.762857142858,-1.9817289211451428,23753.409116994768,-1.9955023425866656,-7.905013769839523,20451.839301620766,25238,-2.5377220338181816,0,0.013699188045422065,0.005585195990951131,0.02759090522013114,40402,2,3,47156.453714285715,1.9308571428571428,3.2845714285714287,South East
maidstone_and_tunb,maidstone_and_tunb,RWF03,The Maidstone Hospital,ME16 9QQ,England,0.4843427,51.2746195,E38000199,ME16,Maidstone,Acute,21797.545582047685,-1.4403139826269284,21779.701884194383,-1.4720712299419338,-37.65464604149841,17249.271684045776,21962,-2.075217224940351,0.008111535243672871,0.0366075786097748,0.014368943038415951,0.055390695809802694,55653,2,4,56911.68793828892,2.197054698457223,3.8225806451612905,South East
maidstone_and_tunb,maidstone_and_tunb,RWFTW,The Tunbridge Wells Hospital,TN2 4QJ,England,0.3099882,51.1496354,E38000199,TN2,Tunbridge Wells,Acute,21797.545582047685,-1.4403139826269284,21779.701884194383,-1.4720712299419338,-37.65464604149841,17249.271684045776,21962,-2.075217224940351,0.008111535243672871,0.0366075786097748,0.014368943038415951,0.055390695809802694,55653,2,4,56911.68793828892,2.197054698457223,3.8225806451612905,South East
sussex_partnership,sussex_partnership,RX219,Trust Headquarters,BN13 3EP,England,-0.4109863,50.8414966,E38000213,BN13,Worthing,Community,19195.661746617465,-1.3331483410455105,19202.025651946966,-1.3370068384720848,-6.281152514130985,14752.926309995684,19235,-1.8827307817883598,0.012141142081636915,0.05274036955840902,0.014007725232278943,0.05328948742039879,69875,3,5,70506.94034440344,2.556580565805658,4.6230012300123,South East
east_sussex_health,east_sussex_health,RXC01,Conquest Hospital,TN37 7RD,England,0.5657194999999999,50.8855724,E38000076,TN37,Hastings,Acute,12395.120192307691,-0.12981121058653847,12671.692637772197,-0.24285432992226363,-23.721270380006718,3205.755206032366,12483,-0.6974697461987579,0.16501697614492208,0.2656407250528085,0.054854513885048826,0.15943199035622255,106485,4,7,106250.41987179487,3.5368589743589745,6.708333333333333,South East
east_sussex_health,east_sussex_health,RXC02,Eastbourne District General Hospital,BN21 2UD,England,0.2711476,50.7871434,E38000055,BN21,Eastbourne,Acute,17259.174880763116,-0.7782018214069952,17279.799612091658,-0.8299728973324264,0.2707122665062698,11923.872426152133,17253.56666666667,-1.4314636748262295,0.0363470117203735,0.1389986423208002,0.02444930869191765,0.09556399102269264,80067,3,5,80677.8346581876,2.9602543720190777,5.276629570747218,South East
brighton_and_susse,brighton_and_susse,RXH01,Royal Sussex County Hospital,BN2 5BE,England,-0.1179672,50.8197289,E38000021,BN2,Brighton and Hove,Acute,16395.91576673866,1.0514530423833692,16604.96889918023,0.8943553479447524,0.8816170324328322,6505.816628575543,17451,0.7662815757083322,0.08439874309084058,0.17257260333102875,0.11753344380672279,0.23492422330256907,79855,3,5,85210.04103671707,2.997840172786177,5.471922246220302,South East
brighton_and_susse,brighton_and_susse,RXH09,Princess Royal Hospital,RH16 4EX,England,-0.0903866,50.99110460000001,E38000083,RH16,Mid Sussex,Acute,26459.524087591242,-2.087562009662774,26467.018093925773,-2.1310098410169056,-13.12329939150267,24433.409237471908,28789,-2.6208782946392253,0,0,0,0.018866475411687636,20259,1,2,32610.306569343065,1.5795620437956204,2.4452554744525545,South East
buckinghamshire_he,buckinghamshire_he,RXQ02,Stoke Mandeville Hospital,HP21 8AL,England,-0.8008387,51.79839,E38000223,HP21,Aylesbury Vale,Acute,25013.512271869102,-1.6925778723555696,24946.495278284045,-1.668230469136424,-6.080487379149509,22113.0973233098,26144.79591836735,-2.323976634134752,0,0.0025783442699742953,0.004609528458228855,0.06201410019721381,33840,1,2,40157.09754562618,1.7942101950912523,2.9150409062303337,South East
buckinghamshire_he,buckinghamshire_he,RXQ50,Wycombe Hospita,HP11 2TT,England,-0.753273,51.6260369,E38000223,HP11,Wycombe,Community,25013.512271869102,-1.6925778723555696,24946.495278284045,-1.668230469136424,-6.080487379149509,22113.0973233098,26144.79591836735,-2.323976634134752,0,0.0025783442699742953,0.004609528458228855,0.06201410019721381,33840,1,2,40157.09754562618,1.7942101950912523,2.9150409062303337,South East
surrey_and_borders,surrey_and_borders,RXX10,Abraham Cowley Unit,KT16 0AE,England,-0.530423,51.3805629,E38000128,KT16,Runnymede,Community,23130.033333333333,-1.4048698499277779,23215.01308761639,-1.4399487946333949,-15.281813175538204,20287.70570221018,24786,-1.9039198208136647,0,0.004664568356045161,0.012256041584701408,0.05068731595073739,41403.5,2,3,49922.17222222222,1.999074074074074,3.4675925925925926,South East
kent_and_medway_nh,kent_and_medway_nh,RXY6J,Beech House,ME16 9PH,England,0.4861611,51.27363,E38000199,ME16,Maidstone,Community,21797.545582047685,-1.4403139826269284,21779.701884194383,-1.4720712299419338,-37.65464604149841,17249.271684045776,21962,-2.075217224940351,0.008111535243672871,0.0366075786097748,0.014368943038415951,0.055390695809802694,55653,2,4,56911.68793828892,2.197054698457223,3.8225806451612905,South East
western_sussex_hos,western_sussex_hos,RYR16,St Richard's Hospital,PO19 6SE,England,-0.7683055999999999,50.8435977,E38000213,PO19,Sussex,Acute,19195.661746617465,-1.3331483410455105,19202.025651946966,-1.3370068384720848,-6.281152514130985,14752.926309995684,19235,-1.8827307817883598,0.012141142081636915,0.05274036955840902,0.014007725232278943,0.05328948742039879,69875,3,5,70506.94034440344,2.556580565805658,4.6230012300123,South East
western_sussex_hos,western_sussex_hos,RYR18,Worthing Hospital,BN11 2DH,England,-0.3635733,50.8161359,E38000213,BN11,Worthing,Acute,19195.661746617465,-1.3331483410455105,19202.025651946966,-1.3370068384720848,-6.281152514130985,14752.926309995684,19235,-1.8827307817883598,0.012141142081636915,0.05274036955840902,0.014007725232278943,0.05328948742039879,69875,3,5,70506.94034440344,2.556580565805658,4.6230012300123,South East
kent_community_hea,kent_community_hea,RYYDC,Tonbridge Cottage Hospital,TN11 0NE,England,0.2738676,51.17848120000001,E38000199,TN11,Sevenoaks,NA,21797.545582047685,-1.4403139826269284,21779.701884194383,-1.4720712299419338,-37.65464604149841,17249.271684045776,21962,-2.075217224940351,0.008111535243672871,0.0366075786097748,0.014368943038415951,0.055390695809802694,55653,2,4,56911.68793828892,2.197054698457223,3.8225806451612905,South East
glan_clwyd_hospita,glan_clwyd_hospita,7A1A1,Ysbyty Glan Clwyd,LL18 5UJ,Wales,-3.4971896,53.27265509999999,W11000023,LL18,Conwy,Acute,1067.5949256342958,-0.7828063973941383,1073.2088417980135,-0.821713653272435,-1.5662328925058095,187.64345747345868,1113,-1.4050620071476518,0.055656259221411264,0.11159888187435768,0.030005654587556708,0.09631695925644354,4196,3,5,4405.136920384952,2.716535433070866,4.9006999125109365,Wales
wrexham_maelor_hos,wrexham_maelor_hos,7A1A4,Wrexham Maelor Hospital,LL13 7TD,Wales,-3.0101803,53.0461734,W11000023,LL13,Wrexham,Acute,1067.5949256342958,-0.7828063973941383,1073.2088417980135,-0.821713653272435,-1.5662328925058095,187.64345747345868,1113,-1.4050620071476518,0.055656259221411264,0.11159888187435768,0.030005654587556708,0.09631695925644354,4196,3,5,4405.136920384952,2.716535433070866,4.9006999125109365,Wales
wrexham_maelor_hos,wrexham_maelor_hos,7A1A7,Chirk Community Hospital,LL14 5LN,Wales,-3.0497713,52.94306479999999,W11000023,LL14,Wrexham,Community,1067.5949256342958,-0.7828063973941383,1073.2088417980135,-0.821713653272435,-1.5662328925058095,187.64345747345868,1113,-1.4050620071476518,0.055656259221411264,0.11159888187435768,0.030005654587556708,0.09631695925644354,4196,3,5,4405.136920384952,2.716535433070866,4.9006999125109365,Wales
glan_clwyd_hospita,glan_clwyd_hospita,7A1A8,Colwyn Bay Community Hospital,LL29 8AY,Wales,-3.7101306,53.2879873,W11000023,LL29,Conwy,Acute,1067.5949256342958,-0.7828063973941383,1073.2088417980135,-0.821713653272435,-1.5662328925058095,187.64345747345868,1113,-1.4050620071476518,0.055656259221411264,0.11159888187435768,0.030005654587556708,0.09631695925644354,4196,3,5,4405.136920384952,2.716535433070866,4.9006999125109365,Wales
glan_clwyd_hospita,glan_clwyd_hospita,7A1A9,Denbigh Community Hospital,LL16 3ES,Wales,-3.4094959,53.1860328,W11000023,LL16,Denbighshire,Acute,1067.5949256342958,-0.7828063973941383,1073.2088417980135,-0.821713653272435,-1.5662328925058095,187.64345747345868,1113,-1.4050620071476518,0.055656259221411264,0.11159888187435768,0.030005654587556708,0.09631695925644354,4196,3,5,4405.136920384952,2.716535433070866,4.9006999125109365,Wales
glan_clwyd_hospita,glan_clwyd_hospita,7A1AB,Holywell Community Hospital,CH8 7TZ,Wales,-3.215942,53.2694319,W11000023,CH8,Flintshire,Community,1067.5949256342958,-0.7828063973941383,1073.2088417980135,-0.821713653272435,-1.5662328925058095,187.64345747345868,1113,-1.4050620071476518,0.055656259221411264,0.11159888187435768,0.030005654587556708,0.09631695925644354,4196,3,5,4405.136920384952,2.716535433070866,4.9006999125109365,Wales
wrexham_maelor_hos,wrexham_maelor_hos,7A1AD,Mold Community Hospital,CH7 1RH,Wales,-3.1470377,53.1696683,W11000023,CH7,Flintshire,Community,1067.5949256342958,-0.7828063973941383,1073.2088417980135,-0.821713653272435,-1.5662328925058095,187.64345747345868,1113,-1.4050620071476518,0.055656259221411264,0.11159888187435768,0.030005654587556708,0.09631695925644354,4196,3,5,4405.136920384952,2.716535433070866,4.9006999125109365,Wales
glan_clwyd_hospita,glan_clwyd_hospita,7A1AF,Ruthin Community Hospital,LL15 1PS,Wales,-3.3028192,53.113277,W11000023,LL15,Denbighshire,Community,1067.5949256342958,-0.7828063973941383,1073.2088417980135,-0.821713653272435,-1.5662328925058095,187.64345747345868,1113,-1.4050620071476518,0.055656259221411264,0.11159888187435768,0.030005654587556708,0.09631695925644354,4196,3,5,4405.136920384952,2.716535433070866,4.9006999125109365,Wales
betsi_cadwaladr_un,betsi_cadwaladr_un,7A1AU,Ysbyty Gwynedd,LL57 2PW,Wales,-4.1577568,53.2086374,W11000023,LL57,Gwynedd,Acute,1067.5949256342958,-0.7828063973941383,1073.2088417980135,-0.821713653272435,-1.5662328925058095,187.64345747345868,1113,-1.4050620071476518,0.055656259221411264,0.11159888187435768,0.030005654587556708,0.09631695925644354,4196,3,5,4405.136920384952,2.716535433070866,4.9006999125109365,Wales
betsi_cadwaladr_un,betsi_cadwaladr_un,7A1AV,Llandudno General Hospital Site,LL30 1LB,Wales,-3.8287232,53.3097232,W11000023,LL30,Conwy,Acute,1067.5949256342958,-0.7828063973941383,1073.2088417980135,-0.821713653272435,-1.5662328925058095,187.64345747345868,1113,-1.4050620071476518,0.055656259221411264,0.11159888187435768,0.030005654587556708,0.09631695925644354,4196,3,5,4405.136920384952,2.716535433070866,4.9006999125109365,Wales
betsi_cadwaladr_un,betsi_cadwaladr_un,7A1AX,Bryn Beryl Hospital,LL53 6TT,Wales,-4.400593,52.9094906,W11000023,LL53,Gwynedd,Community,1067.5949256342958,-0.7828063973941383,1073.2088417980135,-0.821713653272435,-1.5662328925058095,187.64345747345868,1113,-1.4050620071476518,0.055656259221411264,0.11159888187435768,0.030005654587556708,0.09631695925644354,4196,3,5,4405.136920384952,2.716535433070866,4.9006999125109365,Wales
betsi_cadwaladr_un,betsi_cadwaladr_un,7A1AY,Dolgellau & Barmouth District Hospital Site,LL40 1NT,Wales,-3.8815696,52.7409311,W11000023,LL40,Gwynedd,Acute,1067.5949256342958,-0.7828063973941383,1073.2088417980135,-0.821713653272435,-1.5662328925058095,187.64345747345868,1113,-1.4050620071476518,0.055656259221411264,0.11159888187435768,0.030005654587556708,0.09631695925644354,4196,3,5,4405.136920384952,2.716535433070866,4.9006999125109365,Wales
