redcap_data_access_group,redcap_data_access_group_unlabelled,dag_id,place_name,postcode,country,lon,lat,ccg,postcode_start,city,site_type,nhs_region
Surrey and Sussex Healthcare NHST,surrey_and_sussex,RTP04,East Surrey Hospital,RH1 5RH,England,-0.1624018,51.2189735,E38000054,RH1,Reigate and Banstead,Acute,South East
Gloucestershire Health and Care NHS Foundation Trust,gloucestershire_he,RTQ01,Charlton Lane Hospital,GL53 9DZ,England,-2.0731264,51.880653,E38000062,GL53,Tewkesbury,Community,South West
Gloucestershire Health and Care NHS Foundation Trust,gloucestershire_he,RTQ02,Wotton Lawn Hospital,GL1 3WL,England,-2.227875,51.866934,E38000062,GL1,Gloucester,Community,South West
South Tees Hospital NHS Foundation Trust,south_tees_hospita,RTRAT,The James Cook University Hospital,TS4 3BW,England,-1.2146772,54.5512379,E38000162,TS4,Middlesbrough,Acute,North East and Yorkshire
University Hospitals Of Morecambe Bay,university_hospitaj,RTX02,Royal Lancaster Infirmary,LA1 4RP,England,-2.7995125,54.0423015,E38000228,LA1,Lancaster,Acute,North West
University Hospitals Of Morecambe Bay,university_hospitaj,RTXBU,Furness General Hospital,LA14 4LF,England,-3.209166,54.136621,E38000228,LA14,Barrow-in-Furness,Acute,North West
University Hospitals Of Morecambe Bay,university_hospitaj,RTXBW,Westmorland General Hospital,LA9 7RG,England,-2.732387,54.30653299999999,E38000228,LA9,South Lakeland,Acute,North West
Southmead Hospital,southmead_hospital,RVJ01,Southmead Hospital,BS10 5NB,England,-2.5916111,51.4968176,E38000222,BS10,Bristol,Acute,South West
University Hospitals Bristol NHFT,university_hospitaf,RVN3Q,Blackberry Hill Hospital,BS16 2EW,England,-2.5406274,51.48274199999999,E38000222,BS16,Bristol,Mental,South West
Epsom & St Helier NHSFT,epsom__st_helier_n,RVR05,St Helier Hospital,SM5 1AA,England,-0.184798,51.3804058,E38000179,SM5,Sutton,Acute,London
East Kent Hospitals NHSFT,east_kent_hospital,RVV01,William Harvey Hospital (Ashford),TN24 0LZ,England,0.9144713,51.1414328,E38000002,TN24,Ashford,Acute,South East
East Kent Hospitals NHSFT,east_kent_hospital,RVV09,Queen Elizabeth The Queen Mother Hospital,CT9 4AN,England,1.3893986940383911,51.3780517578125,E38000184,CT9,Kent,Acute,South East
East Kent Hospitals NHSFT,east_kent_hospital,RVVKC,Kent And Canterbury Hospital,CT1 3NG,England,1.0866394,51.2662051,E38000029,CT1,Kent,Acute,South East
University Hospital of North Tees,university_hospitab,RVWAE,University Hospital Of North Tees,TS19 8PE,England,-1.3472709,54.58249679999999,E38000075,TS19,Stockton-on-Tees,Acute,North East and Yorkshire
Southport and Ormskirk Hospital NHS Trust,southport_and_orms,RVY01,Southport And Formby District General Hospital,PR8 6PN,England,-2.9783424,53.6338135,E38000170,PR8,Sefton,Acute,North West
Southern Health NHS Foundation Trust,southern_health_nh,RW154,Moorgreen Hospital,SO30 3JB,England,-1.3230366,50.9286512,E38000198,SO30,Eastleigh,Community,South East
Merseycare NHS Foundation Trust,merseycare_nhs_fou,RW404,Ashworth Hospital,L31 1HW,England,-2.91282,53.5194542,E38000161,L31,Sefton,Mental,North West
Fairfield General Hospital,fairfield_general,RW601,Fairfield General Hospital,BL9 7TD,England,-2.254241,53.6007223,E38000024,BL9,Bury,Acute,North West
The Pennine Acute Hospitals NHS Trust,the_pennine_acute,RW602,North Manchester General Hospital,M8 5RB,England,-2.2287604,53.517431,E38000217,M8,Manchester,Acute,North West
The Royal Oldham Hospital,the_royal_oldham_h,RW603,Royal Oldham Hospital,OL1 2JH,England,-2.1234986,53.55354999999999,E38000135,OL1,Oldham,Acute,North West
Hull University Teaching Hospitals,hull_university_te,RWA01,Hull Royal Infirmary,HU3 2JZ,England,-0.3582598,53.7443472,E38000085,HU3,Kingston upon Hull,Acute,North East and Yorkshire
Hull University Teaching Hospitals,hull_university_te,RWA16,Castle Hill Hospital,HU16 5JQ,England,-0.4438447,53.7788201,E38000052,HU16,East Riding of Yorkshire,Acute,North East and Yorkshire
United Lincolnshire Hospital NHST,united_lincolnshir,RWDDA,Lincoln County Hospital,LN2 5QY,England,-0.519479,53.2335711,E38000100,LN2,West Lindsey,Acute,Midlands
United Lincolnshire Hospital NHST,united_lincolnshir,RWDLA,Pilgrim Hospital,PE21 9QS,England,-0.0106477,52.9907719,E38000099,PE21,Boston,Acute,Midlands
United Lincolnshire Hospital NHST,united_lincolnshir,RWDLP,Grantham And District Hospital,NG31 8DG,England,-0.6406482,52.9210011,E38000165,NG31,South Kesteven,Acute,Midlands
University Hospitals of Leicester,university_hospitai,RWEAA,Leicester Royal Infirmary,LE1 5WW,England,-1.1355658,52.62555589999999,E38000097,LE1,Leicester,Acute,Midlands
Maidstone and Tunbridge Wells NHST,maidstone_and_tunb,RWF03,Maidstone Hospital,ME16 9QQ,England,0.4855781,51.2744934,E38000199,ME16,Maidstone,Acute,South East
Maidstone and Tunbridge Wells NHST,maidstone_and_tunb,RWFTW,Tunbridge Wells Hospital At Pembury,TN2 4QJ,England,0.3069464,51.1483335,E38000199,TN2,Tunbridge Wells,Acute,South East
West Hertfordshire Hospitals NHST,west_hertfordshire,RWG02,Watford General Hospital,WD18 0HB,England,-0.4036239,51.64853799999999,E38000079,WD18,Watford,Acute,East of England
East and North Hertfordshire NHST,east_and_north_her,RWH01,Lister Hospital,SG1 4AB,England,-0.2126828,51.92415810000001,E38000049,SG1,Stevenage,Acute,East of England
Stockport NHSFT,stockport_nhsft,RWJ09,Stepping Hill Hospital,SK2 7JE,England,-2.1330712,53.3843971,E38000174,SK2,Stockport,Acute,North West
Worcestershire Acute Hospitals NHS Trust,worcestershire_acu,RWP50,Worcestershire Royal Hospital,WR5 1DD,England,-2.1811171,52.1912499,E38000166,WR5,Worcester,Acute,Midlands
Devon Partnership NHS Trust,devon_partnership,RWV62,Wonford House,EX2 5AF,England,-3.5062778,50.7153144,E38000230,EX2,Exeter,Community,South West
Warrington and Halton Teaching Hospitals NHS Foundation Trust,warrington_and_hal,RWWWH,Warrington Hospital,WA5 1QG,England,-2.6100393,53.39386820000001,E38000194,WA5,Warrington,Acute,North West
Calderdale and Huddersfield NHS Trust,calderdale_and_hud,RWY01,Huddersfield Royal Infirmary,HD3 3EA,England,-1.8157482,53.6552958,E38000064,HD3,Kirklees,Acute,North East and Yorkshire
Nottingham University Hosptials NHS Trust,nottingham_univers,RX1CC,Nottingham University Hospitals Nhs Trust - City Campus,NG5 1PB,England,-1.1570212,52.9904528,E38000132,NG5,Nottingham,Acute,Midlands
Nottingham University Hosptials NHS Trust,nottingham_univers,RX1RA,Nottingham University Hospitals Nhs Trust - Queen's Medical Centre Campus,NG7 2UH,England,-1.1850038,52.9435955,E38000132,NG7,Nottingham,Acute,Midlands
"Cumbria, Northumberland, Tyne and Wear NHS Foundation Trust",cumbria_northumber,RX4E4,St Nicholas Hospital,NE3 3XT,England,-1.6348937,55.0062898,E38000212,NE3,Newcastle,Mental,North East and Yorkshire
"Tees, Esk and Wear Valleys NHS Foundation Trust",tees_esk_and_wear,RX301,Tees,DL2 2TS,England,NA,54.54356766,E38000042,DL2,Darlington,Acute,North East and Yorkshire
East Sussex Healthcare NHS Trust,east_sussex_health,RXC01,Conquest Hospital,TN37 7RD,England,0.5677508,50.8853813,E38000076,TN37,Hastings,Acute,South East
East Sussex Healthcare NHS Trust,east_sussex_health,RXC02,Eastbourne District General Hospital,BN21 2UD,England,0.2692998,50.7864002,E38000055,BN21,Eastbourne,Acute,South East
Rotherham Doncaster and South Humber NHSFT,rotherham_doncaste,RXEAA,Tickhill Road Hospital,DN4 8QN,England,-1.1459607,53.4948158,E38000044,DN4,Doncaster,Community,North East and Yorkshire
Mid Yorkshire Hospitals NHST,mid_yorkshire_hosp,RXF05,Pinderfields Hospital,WF1 4DG,England,-1.4859205,53.6948876,E38000190,WF1,Wakefield,Acute,North East and Yorkshire
South West Yorkshire Partnership NHS Foundation Trust,south_west_yorkshi,RXG10,Fieldhead Hospital,WF1 3SP,England,-1.492682,53.69713700000001,E38000190,WF1,Wakefield,Mental,North East and Yorkshire
Brighton and Sussex University Hospitals NHST,brighton_and_susse,RXH01,Royal Sussex County Hospital,BN2 5BE,England,-0.1182958,50.8193472,E38000021,BN2,Brighton and Hove,Acute,South East
Brighton and Sussex University Hospitals NHST,brighton_and_susse,RXH09,Princess Royal Hospital,RH16 4EX,England,-0.09118359999999999,50.9908199,E38000083,RH16,Mid Sussex,Acute,South East
Sandwell and West Birmingham NHST,sandwell_and_west,RXK01,Sandwell District General Hospital,B71 4HJ,England,-1.9878844,52.5273566,E38000144,B71,Sandwell,Acute,Midlands
Sandwell and West Birmingham NHST,sandwell_and_west,RXK02,City Hospital,B18 7QH,England,-1.9325148,52.4874527,E38000144,B18,Birmingham,Acute,Midlands
Blackpool Teaching Hospitals NHSFT,blackpool_teaching,RXL01,Blackpool Victoria Hospital,FY3 8NR,England,-3.0137516,53.820588,E38000015,FY3,Blackpool,Acute,North West
Royal Preston Hospital,royal_preston_hosp,RXN02,Royal Preston Hospital,PR2 9HT,England,-2.7069534,53.7903928,E38000227,PR2,Preston,Acute,North West
University Hospital of North Durham,university_hospita,RXPCP,University Hospital Of North Durham,DH1 5TW,England,-1.5933009,54.7885266,E38000116,DH1,County Durham,Acute,North East and Yorkshire
Darlington Memorial Hospital,darlington_memoria,RXPDA,Darlington Memorial Hospital,DL3 6HX,England,-1.5644149,54.5310595,E38000042,DL3,Darlington,Acute,North East and Yorkshire
Buckinghamshire Healthcare NHS Trust,buckinghamshire_he,RXQ02,Stoke Mandeville Hospital,HP21 8AL,England,-0.8011233000000001,51.79820489999999,E38000223,HP21,Aylesbury Vale,Acute,South East
Buckinghamshire Healthcare NHS Trust,buckinghamshire_he,RXQ50,Wycombe Hospital,HP11 2TT,England,-0.7531983999999999,51.6266246,E38000223,HP11,Wycombe,Community,South East
East Lancashire Hospitals NHST,east_lancashire_ho,RXR20,Royal Blackburn Hospital,BB2 3HH,England,-2.4619976,53.7353901,E38000014,BB2,Blackburn with Darwen,Acute,North West
Shrewsbury & Telford Hospital NHST,shrewsbury__telfor,RXWAS,Royal Shrewsbury Hospital,SY3 8XQ,England,-2.7930191,52.7090656,E38000147,SY3,Shropshire,Acute,Midlands
Norfolk Community Health and Care NHS Trust,norfolk_community,RY312,Norwich Community Hospital,NR2 3TU,England,1.2624132,52.634185,E38000218,NR2,Norfolk,Community,East of England
Imperial College Healthcare NHST,imperial_college_h,RYJ01,St Mary's Hospital (Hq),W2 1NY,England,-0.1742553,51.5173483,E38000202,W2,Westminster,Acute,London
Imperial College Healthcare NHST,imperial_college_h,RYJ02,Charing Cross Hospital,W6 8RF,England,-0.2195044,51.48688509999999,E38000070,W6,Hammersmith and Fulham,Acute,London
Imperial College Healthcare NHST,imperial_college_h,RYJ03,Hammersmith Hospital,W12 0HS,England,-0.2353161,51.5172373,E38000070,W12,Hammersmith and Fulham,Acute,London
Western Sussex Hospitals NHSFT,western_sussex_hos,RYR16,St Richard's Hospital,PO19 6SE,England,-0.7697075,50.84400429999999,E38000213,PO19,Sussex,Acute,South East
Western Sussex Hospitals NHSFT,western_sussex_hos,RYR18,Worthing Hospital,BN11 2DH,England,-0.3636178,50.8166569,E38000213,BN11,Worthing,Acute,South East
Birmingham Community Healthcare NHS Foundation Trust,birmingham_communi,RYW23,Moseley Hall Hospital,B13 8JL,England,-1.8931433,52.44595,E38000220,B13,Birmingham,Community,Midlands
Bradford District Care NHS Foundation Trust,bradford_district,TAD17,Lynfield Mount Hospital,BD9 6DP,England,-1.8048051,53.8096909,E38000019,BD9,Bradford,Mental,North East and Yorkshire
Sheffield Health,sheffield_health,TAHCC,The Longley Centre,S5 7JT,England,-1.4603143,53.4105182,E38000146,S5,Sheffield,Community,North East and Yorkshire
Sheffield Health,sheffield_health,TAHFC,Michael Carlisle Centre,S11 9BF,England,-1.4982894,53.3607112,E38000146,S11,Sheffield,Acute,North East and Yorkshire
Sheffield Health,sheffield_health,TAHXM,Forest Close,S35 0JW,England,-1.5201208,53.42097279999999,E38000146,S35,Sheffield,Community,North East and Yorkshire
Sheffield Health,sheffield_health,TAHXN,Forest Lodge,S35 0JW,England,-1.519611,53.4212941,E38000146,S35,Sheffield,Community,North East and Yorkshire
Sheffield Health,sheffield_health,TAHXP,Grenoside Grange,S35 8QS,England,-1.4960838,53.4363012,E38000146,S35,Sheffield,Community,North East and Yorkshire
Black Country Healthcare NHS Foundation Trust,black_country_heal,TAJ52,Penn Hospital,WV4 5HN,England,-2.1591725,52.5586334,E38000210,WV4,Wolverhampton,Mental,Midlands
